,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
109927,109927,k9b96JXlNewj36ddrce9Jw,Garden Grill,302 S Rampart Blvd,Las Vegas,NV,89145,36.1667834,-115.28619679999998,5.0,94,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}","Restaurants, Farmers Market, Street Vendors, Mexican, Vegan, Food, Tacos, Vegetarian","{'Saturday': '9:0-14:0', 'Sunday': '8:30-13:0'}"
110082,110082,A1ZRCrjOMOwQGj2hCYWDEQ,KFC,10267 W Charleston Blvd,Las Vegas,NV,89135,36.1588,-115.316,1.5,53,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'WiFi': 'None', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Fast Food, Chicken Wings, Restaurants, Chicken Shop","{'Monday': '10:0-22:30', 'Tuesday': '10:0-22:30', 'Wednesday': '10:0-22:30', 'Thursday': '10:0-22:30', 'Friday': '10:0-22:30', 'Saturday': '10:0-22:30', 'Sunday': '10:0-22:30'}"
110129,110129,xjt6w2cNvE44Go-l-rK_6Q,Starbucks,5181 W Charleston Blvd,Las Vegas,NV,89146,36.1589927703,-115.21126866600001,3.5,7,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Cafes, Restaurants, Coffee & Tea, Food","{'Monday': '6:0-10:0', 'Tuesday': '6:0-10:0', 'Wednesday': '6:0-10:0', 'Thursday': '6:0-10:0', 'Friday': '6:0-11:0', 'Saturday': '6:0-11:0', 'Sunday': '7:0-10:0'}"
110285,110285,oRcOwWXWqXwIQ0iOGHxQHg,Picanha Steak Truck,,Las Vegas,NV,89119,36.0765176,-115.1533426,4.0,31,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True'}","Restaurants, Food, Steakhouses, Food Trucks","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
110412,110412,2XkVexeY_8zyc9nriSElQg,Tacos Tijuana,2554 E Tropicana Ave,Las Vegas,NV,89121,36.1002088852,-115.1151449348,4.0,223,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True'}","Food, Mexican, Restaurants","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-0:0'}"
110463,110463,U-zsJM-VN89i3PbaIbKmJw,The Pub at Monte Carlo,"Monte Carlo Hotel And Casino, 3770 Las Vegas Blvd S",Las Vegas,NV,89109,36.105489493600004,-115.1761727102,3.0,610,0,"{'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'HasTV': 'True'}","Pubs, Restaurants, Food, Bars, Nightlife, Breweries, Breakfast & Brunch, American (Traditional)","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '7:0-23:0'}"
110494,110494,UNMBMKI9FjnO9flxPxV-1w,Giovanni's Hole In The Wall,"8125 W Sahara Ave, Ste 170",Las Vegas,NV,89117,36.1426219,-115.26903390000001,4.5,277,1,"{'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True'}","Italian, Pizza, Restaurants, Chicken Wings, Sandwiches, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '16:0-21:0'}"
110532,110532,eJCDUkFa7wl-BHYKZzaTMQ,Grape Street,"7501 W Lake Mead Blvd, Ste 120",Las Vegas,NV,89128,36.19518,-115.2573615,3.5,278,0,"{'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True'}","Italian, Food, Wine Bars, Nightlife, Restaurants, Beer, Wine & Spirits, Bars, Pizza, American (New)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
110602,110602,TL5Dtfnf-5hYG13lBF9N2A,Benihana,3000 Paradise Rd,Las Vegas,NV,89109,36.1351505654,-115.1521913732,3.5,461,1,"{'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'""}","Hotels & Travel, Event Planning & Services, Arts & Entertainment, Beer, Wine & Spirits, Teppanyaki, Casinos, Japanese, Restaurants, Hotels, Food","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
110658,110658,1V-mRUpVnIRq6GYymT_uyw,Braddah's Island Style,7315 W Warm Springs Rd,Las Vegas,NV,89113,36.0552046,-115.2509345,4.0,74,0,"{'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'True', 'HasTV': 'False', 'DriveThru': 'False'}","Mexican, Asian Fusion, Food, Restaurants, Hawaiian, Desserts, Fast Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-19:0'}"
110691,110691,IuS8Si2f_CCtNibHTPD7RA,Wendy's,4760 E Flamingo Rd,Las Vegas,NV,89121,36.1151773,-115.07008429999999,2.0,21,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'""}","Restaurants, Fast Food, Burgers",
110697,110697,-LMycE26AortJDsbc8oXOg,Jack In the Box,7510 W Lake Mead Blvd,Las Vegas,NV,89128,36.19646289999999,-115.26037720000001,3.0,39,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'quiet'""}","Restaurants, Mexican, Burgers, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
110724,110724,qdFDQXLgADqmWKEdlojM9Q,The Little Kitchen Cafe,4250 W Spring Mountain Rd,Las Vegas,NV,89102,36.1254511206,-115.1964730024,3.0,14,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Cafes, Chinese, Taiwanese, Comfort Food","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
110780,110780,_8yxceldCT7oe0wJC-yDPA,Benjarong Authentic Thai Cuisine,"7425 S Durango Dr, Ste 101",Las Vegas,NV,89113,36.0533813,-115.27955279999999,3.5,174,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Thai, Food, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
110936,110936,qHFlEo7ZfsBQrDr7rkIJAQ,Mamita's,611 Fremont St,Las Vegas,NV,89101,36.168245,-115.13913000000001,3.0,30,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False'}","Mexican, Restaurants, Food Stands",
111003,111003,tFC0oaQO0wpwMIaJyUSsAQ,Paris Baguette,"3377 Las Vegas Blvd, Ste 2390",Las Vegas,NV,89109,36.1220157,-115.1696529,4.0,157,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2'}","Food, Restaurants, Bakeries, Coffee & Tea, Cafes","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-23:0'}"
111100,111100,zD_nzOAkRblywoRmIrGpTg,Best Meat,2362 Lexington St,Las Vegas,NV,89106,36.2027670875,-115.1580899441,4.5,9,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Soul Food, Restaurants",
111104,111104,xOkeMi5FqXfJy38bFjeiiA,Mr. Willy's Chicken & Fish,3330 Losee Rd,North Las Vegas,NV,89030,36.220343,-115.12520479999999,4.0,5,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}","Cajun/Creole, Soul Food, Restaurants, Seafood","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-16:0'}"
111129,111129,-uRn5Hf1uo4vf3UTtOvIfA,Don Tortaco Mexican Grill,3085 N Rainbow Blvd,Las Vegas,NV,89108,36.2159813265,-115.24277513969999,3.0,42,1,"{'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Caters': 'True'}","Restaurants, Food, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
111186,111186,hllCtf6_B6D5JhM_dOK81A,Stage LV,9010 W Flamingo Rd,Las Vegas,NV,89147,36.115460999999996,-115.28852759999998,5.0,9,1,"{'Caters': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'HasTV': 'False', 'WiFi': ""u'free'""}","Food Trucks, Food, Restaurants, Breakfast & Brunch, American (New)","{'Wednesday': '7:0-15:30', 'Thursday': '7:0-15:30', 'Friday': '7:0-15:30', 'Saturday': '10:0-15:30', 'Sunday': '15:0-21:0'}"
111187,111187,HJ6SjCczEIYQr9hR2lv00A,Al's Donuts & Cafe Burger,7280 W Azure Dr,Las Vegas,NV,89130,36.2744266072,-115.25362017229999,3.0,96,0,"{'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'DriveThru': 'False', 'DogsAllowed': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False'}","Food, Donuts, Burgers, Restaurants","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:30', 'Saturday': '7:0-19:30', 'Sunday': '7:0-15:0'}"
111218,111218,JrohSmutzhdJ5QGRMtaojg,Subway,3770 Las Vegas Blvd S,Las Vegas,NV,89109,36.105020700000004,-115.1735947,3.0,9,1,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True'}","Restaurants, Sandwiches, Fast Food",
111256,111256,69SHzcXpZCuLwCG1X4l4_Q,Fountains Brunch,"Bellagio Las Vegas, 3600 Las Vegas Blvd",Las Vegas,NV,89109,36.1140695,-115.17300379999999,4.5,7,0,"{'Caters': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsPriceRange2': '4', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True'}","Food, American (New), Restaurants",{'Sunday': '11:0-14:30'}
111268,111268,fdC-5VI6ifj6CR2LjKWRtQ,Elation Pool,"2000 S Las Vegas Blvd, Fl 8",Las Vegas,NV,89104,36.1472468,-115.15603109999999,4.0,15,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Beer, Wine & Spirits, Nightlife, Swimming Pools, Restaurants, Bars, Active Life, Specialty Food","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
